Zip Code,totalPop,whiteAlonePop,blackAlonePop,nativeAlonePop,asianAlonePop,hawaiiAlonePop,otherAlonePop,twoOrMorePop
2718,6655,6107,243,4,72,2,91,136
2719,15873,15166,145,25,154,9,170,204
2720,30287,27120,1101,58,661,8,627,712
2721,26290,22217,1227,74,759,5,1202,806
2723,14767,12528,580,62,506,15,635,441
2724,16908,14889,557,55,344,2,534,527
2725,2631,2571,9,8,30,0,6,7
2726,15534,15129,59,12,118,1,48,167
2738,4907,4550,82,5,31,2,127,110
2739,6045,5812,41,8,36,1,73,74
2740,43087,29960,3701,420,439,25,5457,3085
2743,10307,10013,50,16,31,0,78,119
2744,11900,9035,580,114,72,2,1467,630
2745,24576,21770,639,91,226,5,1063,782
2746,15342,9888,1156,595,153,18,2637,895
2747,22927,20728,788,39,537,6,358,471
2748,11442,10913,87,22,117,0,142,161
2760,26739,24672,412,51,968,7,206,423
2762,8264,7785,88,12,258,0,34,87
2763,1973,1875,15,0,40,0,22,21
2764,3988,3872,36,5,16,0,8,51
2766,19031,17885,349,27,344,12,116,298
2767,13566,12638,350,27,227,2,103,219
2769,11608,11204,60,22,117,5,61,139
2770,5093,4871,51,4,32,0,45,90
2771,13708,13044,147,30,166,2,131,188
2777,15840,15404,101,13,110,1,39,172
2779,6411,6194,58,7,29,1,46,76
2780,49036,42470,2530,138,478,21,1659,1740
2790,15717,15349,73,8,104,4,47,132
2791,246,242,0,0,4,0,0,0
2802,786,756,3,0,13,0,6,8
2804,2607,2458,22,32,32,0,17,46
2806,16310,15449,80,21,451,0,64,245
2807,1051,1016,7,1,5,0,12,10
2808,2401,2255,24,44,12,0,6,60
2809,22938,22097,194,26,200,1,92,328
2812,1497,1445,9,1,11,0,3,28
2813,7831,7428,31,150,55,2,31,134
2814,7496,7306,28,10,47,0,25,80
2815,278,252,0,10,10,0,1,5
2816,32611,31436,213,65,256,7,153,481
2817,6135,5892,50,16,81,0,33,63
2818,18082,16968,142,33,620,2,72,245
2822,6111,5826,76,28,43,1,56,81
2825,5377,5208,33,12,49,0,16,59
2826,791,770,1,0,8,0,1,11
2827,2172,2115,13,6,5,0,13,20
2828,7704,7469,62,2,78,1,32,60
2830,5976,5838,16,8,16,0,19,79
2831,3515,3429,16,3,25,0,12,30
2832,4608,4446,21,34,23,0,14,70
2833,784,754,1,3,7,0,13,6
2835,5405,5204,31,12,32,3,21,102
2836,136,134,0,0,0,1,0,1
2837,3492,3415,21,4,14,6,7,25
2838,3400,3108,99,7,43,1,62,80
2839,1902,1857,11,2,5,0,12,15
2840,23335,19400,1503,181,285,15,734,1217
2841,1392,984,211,9,71,8,39,70
2842,16095,14046,724,50,476,21,243,535
2852,22551,21283,244,150,309,9,111,445
2857,8412,8243,26,6,46,1,19,71
2858,570,560,1,0,0,0,2,7
2859,6738,6493,49,18,32,3,50,93
2860,45199,25580,8077,383,746,33,6933,3447
2861,26178,21901,1477,63,329,21,1492,895
2863,19385,10263,1949,183,121,18,5567,1284
2864,33396,31006,484,83,778,11,470,564
2865,16951,15542,240,30,538,0,276,325
2871,17171,16241,232,37,271,7,69,314
2872,218,204,2,0,3,0,0,9
2873,235,231,2,0,1,0,1,0
2874,5860,5642,40,18,62,0,17,81
2875,307,289,0,2,0,0,1,15
2876,430,398,0,0,17,0,8,7
2878,15780,15235,140,22,136,3,37,207
2879,20371,19067,232,287,286,3,81,415
2881,7841,6525,416,43,480,6,176,195
2882,14184,13565,119,113,117,4,73,193
2885,10627,10206,124,33,65,2,29,168
2886,29269,27152,462,82,766,9,292,506
2888,19912,18298,424,57,406,2,263,462
2889,28217,26198,464,82,559,9,329,576
2891,21198,19697,198,119,564,3,199,418
2892,4988,4743,28,50,53,0,22,92
2893,29630,27036,637,95,683,10,455,714
2894,722,686,1,22,1,0,2,10
2895,41186,32011,2621,184,2240,16,2333,1781
2896,11537,11161,65,16,106,0,57,132
2898,1696,1646,11,6,8,0,11,14
2903,10780,7007,1196,74,1328,12,663,500
2904,29359,21179,3428,218,855,6,2449,1224
2905,25223,12838,4702,317,974,16,4854,1522
2906,28387,21828,1694,92,2546,15,921,1291
2907,27445,7281,6533,534,2213,36,8568,2280
2908,37467,20920,6229,468,1537,47,6056,2210
2909,43540,18166,6159,796,2530,94,12664,3131
2910,21000,16486,1155,86,1558,6,971,738
2911,15574,13587,655,64,299,7,493,469
2912,1370,965,60,5,210,0,39,91
2914,21963,17158,1734,136,296,7,1379,1253
2915,16897,15093,614,89,310,1,275,515
2916,8139,7236,361,31,108,2,178,223
2917,13762,13070,196,30,204,7,93,162
2919,28790,26491,569,42,585,17,610,476
2920,37547,30242,2360,110,1727,41,2164,903
2921,12361,11473,137,12,481,1,92,165
3031,11247,10774,56,15,194,4,40,164
3032,4953,4811,18,10,39,0,20,55
3033,4987,4812,13,11,62,1,9,79
3034,3970,3879,11,13,19,0,5,43
3036,4782,4646,19,4,38,2,16,57
3037,4219,4136,10,4,14,0,9,46
3038,33269,31452,328,81,514,12,306,576
3042,6341,6098,22,13,82,2,19,105
3043,1573,1522,4,4,8,0,11,24
3044,4263,4158,9,6,11,0,13,66
3045,13560,13123,105,19,104,5,43,161
3046,2758,2687,8,4,17,0,0,42
3047,1767,1728,8,3,11,0,1,16
3048,3426,3339,14,10,11,4,8,40
3049,7688,7319,40,6,187,1,13,122
3051,24480,22760,331,33,748,6,211,391
3052,8258,7963,59,30,67,1,40,98
3053,23957,22950,178,18,417,7,97,290
3054,25477,24213,192,46,499,4,119,404
3055,15086,14310,192,35,196,1,96,256
3057,2500,2433,10,4,21,0,1,31
3060,29357,23632,1042,138,1101,8,2416,1020
3062,26694,22315,528,23,2869,5,499,455
3063,16216,13743,399,23,1316,5,358,372
3064,14227,12430,377,65,340,8,672,335
3070,5254,5126,22,7,37,0,17,45
3071,5109,5000,12,9,16,4,7,61
3076,12897,12387,74,18,225,1,63,129
3077,10155,9854,68,17,60,1,18,137
3079,28776,26592,259,42,933,9,531,410
3082,1615,1528,14,3,14,0,14,42
3084,1366,1341,0,6,2,0,10,7
3086,3728,3620,20,9,17,0,7,55
3087,13592,12934,59,26,392,8,29,144
3101,3049,2532,205,7,83,8,144,70
3102,31096,27283,1062,98,1187,12,648,806
3103,36476,29820,1958,134,1421,37,1974,1132
3104,32798,29086,1102,88,1111,12,623,776
3106,13374,12651,141,23,265,7,89,198
3109,10314,9585,195,27,251,4,73,179
3110,21203,20044,135,21,615,3,78,307
3215,247,242,1,0,0,0,1,3
3216,2159,2079,11,12,21,0,2,34
3217,2076,1994,9,5,28,0,4,36
3218,960,931,6,8,0,0,3,12
3220,7430,7210,31,11,49,3,24,102
3221,2091,2031,2,9,6,2,3,38
3222,5353,5182,15,34,32,0,11,79
3223,3427,3333,9,13,21,0,12,39
3224,2318,2260,12,6,8,2,7,23
3225,3660,3568,14,5,15,0,5,53
3226,1117,1086,3,2,12,2,6,6
3227,925,908,2,1,3,1,0,10
3229,5589,5459,16,7,32,3,5,67
3230,1231,1216,1,2,3,0,3,6
3231,202,199,0,0,0,0,0,3
3233,115,111,1,0,0,0,0,3
3234,4572,4475,18,3,26,0,12,38
3235,8562,8238,42,39,68,2,25,148
3237,2254,2198,2,2,22,0,2,28
3238,75,73,1,0,0,0,0,1
3240,1340,1296,4,3,5,0,2,30
3241,876,855,4,4,5,0,1,7
3242,4836,4629,60,17,53,0,22,55
3243,1085,1059,4,1,1,0,1,19
3244,8092,7808,42,24,54,2,20,142
3245,2027,1969,9,8,7,0,8,26
3246,15963,15085,150,54,391,1,42,240
3249,7113,6956,21,5,49,3,14,65
3251,1662,1611,5,2,29,0,5,10
3253,6219,6051,18,11,58,0,16,65
3254,4049,3966,13,9,27,0,12,22
3255,2090,2035,4,3,6,6,6,30
3256,2169,2102,8,2,17,0,1,39
3257,4455,4301,50,2,47,2,4,49
3258,2517,2487,5,0,6,0,5,14
3259,368,358,0,2,4,0,0,4
3260,809,770,0,4,10,6,6,13
3261,4246,4134,19,13,30,0,4,46
3262,1231,1190,1,3,11,1,1,24
3263,4114,3985,25,12,24,0,9,59
3264,7468,7150,69,20,82,3,33,111
3266,2163,2075,5,13,15,0,4,51
3268,1272,1235,1,3,2,0,1,30
3269,2966,2886,8,11,16,0,6,39
3273,312,307,3,0,1,0,0,1
3275,11437,11026,78,50,79,2,46,156
3276,8324,8027,51,22,87,0,15,122
3278,2952,2891,10,10,8,0,8,25
3279,829,801,1,3,1,0,2,21
3280,1123,1092,4,9,6,0,1,11
3281,8785,8586,21,27,36,2,20,93
3282,902,886,2,1,1,0,1,11
3284,999,989,0,3,0,0,0,7
3285,2479,2423,2,3,11,0,8,32
3287,1295,1269,1,2,6,0,2,15
3290,4731,4585,18,15,51,0,10,52
3291,39,39,0,0,0,0,0,0
3293,143,141,0,0,1,0,0,1
3301,33008,30144,831,100,1227,6,127,573
3303,15524,14762,147,45,247,3,66,254
3304,7519,7310,7,8,104,0,23,67
3307,5334,5243,14,14,20,0,3,40
3431,25280,24102,145,44,520,1,121,347
3440,2692,2623,7,5,10,1,4,42
3441,395,378,0,6,1,0,2,8
3442,1491,1453,6,1,9,0,6,16
3443,742,721,4,0,4,0,5,8
3444,1590,1542,4,4,12,1,7,20
3445,691,678,1,0,5,0,0,7
3446,6285,6056,23,10,90,2,18,86
3447,2422,2335,3,13,15,1,2,53
3448,811,795,2,1,6,0,1,6
3449,1654,1611,6,1,13,0,4,19
3450,961,944,5,0,3,0,3,6
3451,4077,3934,22,10,22,11,14,64
3452,5457,5248,20,9,65,2,18,95
3455,2086,2025,8,1,18,0,5,29
3456,742,727,0,4,0,0,3,8
3457,852,835,0,0,4,0,0,13
3458,6643,6388,47,11,119,1,27,50
3461,6014,5747,80,9,54,0,27,97
3462,1562,1527,1,3,7,0,7,17
3464,1109,1055,9,15,7,0,1,22
3465,2156,2091,17,16,19,1,1,11
3466,1332,1301,3,3,9,0,3,13
3467,1842,1812,7,5,9,0,6,3
3470,5033,4857,24,22,26,0,21,83
3561,5939,5712,26,17,57,0,31,96
3570,10051,9703,81,39,28,0,22,178
3574,2526,2455,3,13,16,1,5,33
3575,124,88,13,0,16,0,4,3
3576,3238,3155,5,9,19,0,5,45
3579,461,438,8,2,1,0,0,12
3580,1369,1332,0,3,11,0,4,19
3581,3230,3138,3,8,35,0,1,45
3582,2577,2528,2,8,3,0,7,29
3583,1107,1090,2,4,2,0,3,6
3584,3774,3657,12,24,22,1,15,43
3585,2519,2459,5,3,5,0,8,39
3586,547,529,0,0,10,0,3,5
3588,1641,1618,1,7,2,0,1,12
3590,1052,1016,8,5,9,0,0,14
3592,1145,1128,0,1,1,0,1,14
3593,313,302,0,4,2,0,1,4
3595,639,619,1,2,2,0,2,13
3597,521,515,1,1,1,0,0,3
3598,3285,3149,12,14,23,0,33,54
3601,477,457,1,5,6,0,1,7
3602,2654,2596,3,15,8,0,2,30
3603,5412,5292,20,13,24,0,6,57
3604,69,64,0,0,2,0,0,3
3605,1160,1138,2,3,0,0,2,15
3607,322,311,0,0,7,0,0,4
3608,2811,2745,7,5,15,0,6,33
3609,854,823,3,2,2,0,3,21
3740,911,905,0,2,0,0,0,4
3741,4208,4092,6,6,41,0,10,53
3743,14103,13539,92,44,127,4,53,244
3745,1424,1380,6,8,4,0,3,23
3746,216,210,0,1,2,0,1,2
3748,4762,4610,19,12,43,0,7,71
3750,870,821,6,0,32,1,2,8
3751,583,555,2,8,6,0,0,12
3752,810,793,4,1,0,0,0,12
3753,2971,2882,13,1,30,0,18,27
3754,86,82,2,0,0,0,0,2
3755,10538,8422,383,89,1207,2,75,360
3765,503,485,1,0,3,0,5,9
3766,8958,8062,130,18,517,1,58,172
3768,1716,1663,5,5,19,0,6,18
3770,524,510,3,0,1,0,0,10
3771,754,733,0,8,2,4,0,7
3773,7841,7612,20,22,31,0,21,135
3774,1966,1893,12,10,18,2,2,29
3777,1237,1202,5,0,9,0,1,20
3779,790,768,1,3,7,0,0,11
3780,410,401,1,0,2,0,2,4
3781,1840,1806,8,2,11,0,1,12
3782,2945,2883,5,5,13,1,9,29
3784,4086,3479,81,17,364,0,45,100
3785,2400,2326,9,11,22,1,9,22
3801,21532,19742,363,47,729,6,157,488
3809,3716,3652,3,6,10,2,5,38
3810,1538,1517,1,1,5,0,4,10
3811,6753,6585,34,3,64,1,16,50
3812,824,797,3,0,3,0,0,21
3813,3250,3176,10,9,23,2,1,29
3814,2329,2246,5,10,14,0,5,49
3816,1368,1341,4,1,1,0,2,19
3817,574,560,0,4,4,0,0,6
3818,3807,3693,12,20,23,0,6,53
3819,4377,4231,28,8,13,2,12,83
3820,30039,27202,521,59,1373,14,187,683
3823,1719,1621,8,3,50,1,2,34
3824,14638,13730,126,10,474,2,59,237
3825,8512,8248,40,20,83,0,18,103
3826,2470,2417,2,3,22,0,1,25
3827,3150,3073,11,1,21,0,10,34
3830,1610,1566,3,3,16,1,4,17
3832,395,384,2,0,3,0,0,6
3833,20955,20089,116,25,352,11,55,307
3835,6786,6566,33,17,36,7,12,115
3836,1489,1471,2,0,4,0,1,11
3837,1519,1485,1,1,6,0,6,20
3838,1031,1014,2,6,3,0,0,6
3839,3735,3554,23,14,67,8,12,57
3840,3566,3420,22,3,63,3,10,45
3841,6334,6176,21,4,50,1,14,68
3842,15345,14745,89,31,191,8,78,203
3844,2238,2189,9,1,17,0,5,17
3845,991,972,3,1,6,0,0,9
3846,799,784,0,2,5,0,1,7
3847,294,292,0,0,0,2,0,0
3848,6020,5841,20,16,26,8,19,90
3849,1585,1549,7,9,2,0,1,17
3850,372,368,0,0,3,0,1,0
3851,4040,3928,22,9,11,0,8,62
3852,558,550,0,0,0,1,0,7
3853,602,589,0,1,2,0,0,10
3854,968,950,1,1,7,1,0,8
3855,2638,2586,4,3,8,0,5,32
3856,1680,1638,6,2,17,0,7,10
3857,9006,8308,90,21,358,9,54,166
3858,4603,4503,14,11,19,0,15,41
3860,4056,3901,14,16,55,0,17,53
3861,4330,4063,39,3,127,1,12,85
3862,4278,4152,19,8,55,1,5,38
3864,1696,1656,12,4,9,0,1,14
3865,7609,7426,42,13,45,0,36,47
3867,20758,19808,200,64,212,4,94,376
3868,5323,5090,28,14,82,3,25,81
3869,2469,2365,17,6,21,1,6,53
3870,5162,5048,16,1,45,2,9,41
3871,136,131,0,0,3,0,2,0
3872,3809,3715,8,10,32,0,1,43
3873,5711,5581,18,7,16,1,33,55
3874,8776,8453,46,11,92,0,53,121
3875,833,809,16,0,2,0,3,3
3878,11824,10580,162,40,621,2,108,311
3882,1465,1429,3,4,4,0,3,22
3883,178,173,0,0,1,0,1,3
3884,3964,3891,10,6,13,0,6,38
3885,7261,7000,11,7,138,5,10,90
3886,2112,2062,7,7,4,0,0,32
3887,2154,2103,9,8,13,0,4,17
3890,327,323,0,1,2,0,0,1
3894,6314,6163,11,11,50,1,13,65
3901,7246,6970,37,18,93,2,12,114
3902,2211,2158,5,5,16,0,7,20
3903,6211,6014,42,9,32,2,16,96
3904,7703,7324,82,12,93,5,47,140
3905,1780,1759,4,2,10,0,2,3
3906,4647,4506,25,16,35,0,13,52
3907,894,867,1,1,9,0,4,12
3908,7233,7051,18,12,60,0,15,77
3909,9738,9498,39,12,84,0,25,80
3910,328,323,0,0,0,0,0,5
3911,250,246,1,0,2,0,0,1
4001,2429,2381,8,10,7,1,9,13
4002,7351,7182,30,22,24,0,5,88
4003,330,327,1,0,1,0,0,1
4005,23146,21991,223,126,353,8,80,365
4006,96,91,0,0,1,0,0,4
4008,2723,2606,19,14,25,0,3,56
4009,5151,4983,33,22,18,2,8,85
4010,1597,1560,4,0,6,1,6,20
4011,20278,18855,336,56,433,4,105,489
4015,3808,3693,26,12,11,0,9,57
4017,341,338,1,0,1,0,0,1
4019,71,68,0,0,1,0,0,2
4020,1403,1381,6,4,1,0,7,4
4021,5820,5665,33,14,39,3,17,49
4022,1148,1130,5,1,3,0,3,6
4024,608,585,1,0,16,0,4,2
4027,6031,5854,26,17,50,0,5,79
4029,1725,1675,6,15,3,0,0,26
4030,2208,2146,6,10,17,0,1,28
4032,7879,7501,45,28,178,1,19,107
4037,3834,3631,22,7,101,0,10,63
4038,16381,15806,110,56,155,2,30,222
4039,7422,7208,50,18,38,5,11,92
4040,3111,3027,10,20,6,1,8,39
4041,1613,1543,2,10,7,0,7,44
4042,4281,4191,8,18,16,0,4,44
4043,10810,10477,43,23,112,4,27,124
4046,7496,7289,24,24,54,0,20,85
4047,1892,1835,3,7,7,0,7,33
4048,2946,2867,10,18,6,0,3,42
4049,3659,3534,8,16,18,5,12,66
4050,230,215,5,1,6,0,1,2
4051,1153,1120,4,4,4,1,1,19
4055,3793,3692,13,9,21,0,5,53
4056,257,253,0,1,0,0,0,3
4057,56,46,5,0,0,0,2,3
4061,3369,3291,14,5,21,1,4,33
4062,17020,16399,162,53,110,6,35,255
4063,412,408,1,0,1,0,0,2
4064,8212,7892,71,37,79,1,25,107
4066,539,530,0,0,4,0,0,5
4068,1505,1463,12,3,7,3,2,15
4069,1465,1431,1,1,6,2,4,20
4071,4801,4670,19,16,15,3,9,69
4072,18482,17693,125,36,313,4,57,254
4073,16189,15295,111,80,353,0,47,303
4074,18760,17796,101,34,506,1,50,272
4076,2683,2591,9,13,19,1,2,48
4079,3871,3773,3,12,23,0,4,56
4083,4525,4317,16,11,66,0,15,100
4084,8088,7866,40,27,33,2,17,103
4085,1786,1742,6,7,13,0,2,16
4086,8787,8441,70,28,118,0,23,107
4087,2116,2050,14,0,12,2,4,34
4088,1516,1485,1,1,0,0,2,27
4090,9589,9316,49,15,59,1,21,128
4091,911,903,0,3,1,0,0,4
4092,17515,16175,406,42,335,12,109,436
4093,8034,7755,45,14,72,0,15,133
4095,1274,1248,4,9,1,0,1,11
4096,8349,8093,44,14,99,3,15,81
4097,3574,3480,8,4,34,1,9,38
4101,17227,13908,1841,148,499,8,219,604
4102,17335,14797,958,67,752,6,303,452
4103,30606,26572,1882,93,1047,14,280,718
4105,11158,10651,55,27,251,0,42,132
4106,25175,22935,516,75,945,5,206,493
4107,8980,8675,42,17,128,5,25,88
4108,862,839,3,4,6,0,0,10
4109,93,91,0,0,0,0,0,2
4110,1391,1345,1,2,16,0,7,20
4210,23045,21594,570,98,218,10,77,478
4216,640,632,0,1,3,0,0,4
4217,3312,3227,14,12,17,0,14,28
4219,1472,1448,1,5,2,0,0,16
4220,3077,2988,5,16,9,0,7,52
4221,1098,1063,2,4,2,0,2,25
4222,3848,3765,12,5,21,1,6,38
4224,3040,2946,4,6,20,0,4,60
4226,190,188,0,2,0,0,0,0
4227,79,79,0,0,0,0,0,0
4228,6,5,0,1,0,0,0,0
4231,236,235,0,0,0,0,0,1
4234,168,164,0,1,0,0,0,3
4236,4350,4245,17,8,9,0,8,63
4237,238,230,0,3,1,0,1,3
4238,1416,1329,15,4,50,0,0,18
4239,4851,4760,8,19,13,0,6,45
4240,36592,31694,3174,156,384,14,219,951
4250,4228,4067,26,17,21,1,7,89
4252,4799,4614,30,24,26,1,19,85
4253,2095,2063,3,7,2,0,4,16
4254,3181,3059,11,7,9,0,29,66
4255,802,780,3,3,2,0,6,8
4256,3064,2963,10,15,8,0,9,59
4257,2681,2591,10,10,24,1,8,37
4258,2617,2559,7,4,8,0,6,33
4259,3264,3191,9,7,4,0,5,48
4260,5542,5406,19,5,20,1,3,88
4261,444,433,0,6,0,0,0,5
4263,2326,2269,7,12,4,0,6,28
4265,918,903,2,1,0,0,0,12
4267,37,35,0,2,0,0,0,0
4268,5023,4825,19,28,30,3,5,113
4270,5880,5722,18,21,10,4,8,97
4271,67,61,0,0,0,0,0,6
4274,5343,5204,20,16,24,0,9,70
4275,514,504,0,2,0,1,0,7
4276,5841,5680,35,9,11,0,33,73
4280,6474,6289,18,20,27,0,4,116
4281,5116,4908,26,24,39,0,19,100
4282,5734,5549,26,19,17,5,54,64
4284,1138,1125,0,0,2,0,8,3
4285,433,424,1,0,0,0,1,7
4286,47,47,0,0,0,0,0,0
4287,3224,3111,16,15,19,3,7,53
4289,1815,1768,4,11,3,0,8,21
4290,1541,1504,0,10,5,0,5,17
4292,948,924,4,5,3,0,5,7
4294,3995,3848,23,15,39,1,6,63
4330,26086,24785,209,170,323,14,76,509
4342,1672,1649,3,1,5,0,3,11
4343,25,25,0,0,0,0,0,0
4344,2951,2842,16,8,31,1,13,40
4345,11646,11214,41,76,55,1,32,227
4346,1772,1725,7,9,5,0,5,21
4347,2355,2248,16,13,34,0,3,41
4348,2976,2902,10,13,15,0,4,32
4349,1158,1129,4,1,6,1,2,15
4350,3577,3471,30,12,9,0,5,50
4351,2571,2494,8,8,29,1,2,29
4352,1632,1605,1,6,2,0,2,16
4353,2300,2250,8,9,7,0,1,25
4354,1535,1496,7,6,8,0,1,17
4355,2600,2527,9,9,15,4,5,31
4357,3399,3307,15,10,8,0,9,50
4358,4276,4150,15,23,19,1,7,61
4359,388,366,2,1,4,0,0,15
4360,560,548,0,2,0,0,1,9
4363,2575,2498,10,17,9,0,4,37
4364,6025,5879,18,10,17,0,14,87
4401,44899,42256,612,470,629,18,125,789
4406,819,804,1,3,2,0,0,9
4408,176,173,0,1,0,0,0,2
4410,1290,1244,10,11,1,0,4,20
4411,1492,1451,1,22,5,0,2,11
4412,9482,9045,68,74,99,1,28,167
4413,196,193,0,3,0,0,0,0
4414,1248,1220,8,1,0,0,6,13
4415,276,268,0,2,0,0,0,6
4416,5468,5316,26,18,13,1,16,78
4417,370,361,0,0,1,0,7,1
4418,1771,1678,7,33,4,0,0,49
4419,2794,2726,14,14,6,1,7,26
4421,1366,1321,7,2,15,0,5,16
4422,1409,1375,9,10,3,0,0,12
4424,823,786,2,9,2,0,6,18
4426,4720,4502,9,30,98,1,14,66
4427,2858,2783,8,15,10,0,2,40
4428,3146,3050,23,25,14,0,0,34
4429,4717,4588,21,28,14,6,11,49
4430,1728,1682,4,13,5,2,8,14
4431,81,81,0,0,0,0,0,0
4434,1246,1211,9,8,5,0,4,9
4435,1092,1069,0,6,3,0,0,14
4438,1124,1110,3,1,5,0,2,3
4441,1840,1807,0,7,4,0,5,17
4442,93,91,0,0,1,0,0,1
4443,2537,2468,3,14,12,1,8,31
4444,8824,8555,45,51,60,0,25,88
4448,1431,1397,7,9,2,0,0,16
4449,1489,1454,2,10,3,0,0,20
4450,1368,1333,2,8,8,0,5,12
4451,259,257,0,0,0,0,0,2
4453,779,747,2,14,4,1,0,11
4454,69,67,0,0,1,0,0,1
4455,923,830,17,7,57,0,2,10
4456,2851,2753,7,18,16,0,1,56
4457,5948,5791,16,30,19,1,6,85
4459,773,757,1,7,1,0,1,6
4460,1419,1403,1,5,4,0,0,6
4461,3070,2937,19,44,14,1,5,50
4462,4835,4730,9,30,19,4,4,39
4463,2847,2774,25,11,6,0,10,21
4464,684,662,2,4,1,0,1,14
4468,9521,8432,72,629,143,4,28,213
4469,2702,2562,35,37,23,1,10,34
4471,609,584,0,6,9,0,0,10
4472,2144,2085,2,11,7,0,11,28
4473,7660,7150,85,73,173,2,30,147
4474,3733,3664,7,14,21,1,8,18
4475,418,394,0,5,2,0,0,17
4476,1259,1229,2,5,8,0,2,13
4478,316,307,2,5,0,0,0,2
4479,1343,1300,5,15,3,0,2,18
4481,559,544,0,5,1,0,0,9
4485,233,232,0,0,1,0,0,0
4487,964,933,1,4,3,0,0,23
4488,1202,1178,1,7,3,0,0,13
4489,197,194,2,0,0,0,1,0
4490,273,268,0,4,0,0,1,0
4491,140,133,0,1,1,0,0,5
4492,166,158,0,7,0,0,0,1
4493,1967,1918,1,19,3,0,5,21
4495,407,400,1,0,0,0,0,6
4496,3757,3645,13,22,26,2,6,43
4497,389,377,5,1,1,0,0,5
4530,10818,10347,112,41,64,3,40,211
4535,709,691,1,8,3,0,1,5
4537,2073,2016,13,4,12,1,1,26
4538,2080,2018,12,7,17,0,2,24
4539,1168,1153,2,2,7,0,0,4
4541,80,79,0,0,0,0,0,1
4543,2218,2152,8,1,18,0,7,32
4544,724,718,1,4,1,0,0,0
4547,1152,1143,0,0,2,0,3,4
4548,1042,1012,4,1,8,0,2,15
4551,806,802,0,0,1,0,0,3
4553,1752,1713,2,8,6,0,2,21
4554,710,690,1,3,1,0,1,14
4555,1643,1617,1,8,7,0,1,9
4556,1249,1201,2,5,19,0,0,22
4558,308,307,0,0,0,0,0,1
4562,2216,2160,10,6,7,0,3,30
4563,1534,1515,0,3,1,0,3,12
4564,489,483,0,0,2,0,0,4
4568,391,387,1,1,0,0,0,2
4570,2,2,0,0,0,0,0,0
4571,323,323,0,0,0,0,0,0
4572,5075,4943,19,23,21,0,11,58
4573,501,492,4,0,2,0,0,3
4574,1510,1462,6,9,2,0,2,29
4575,85,84,0,0,0,0,0,1
4576,604,583,2,1,8,0,0,10
4578,4450,4314,19,16,34,0,5,62
4579,3072,2973,8,12,20,0,8,51
4605,12974,12575,70,68,99,4,28,130
4606,1272,1222,6,21,8,0,6,9
4607,1182,1149,2,4,3,0,14,10
4609,5222,4947,41,8,146,0,19,61
4611,508,497,4,4,0,0,0,3
4612,589,573,0,1,1,0,1,13
4613,183,182,0,0,0,1,0,0
4614,2579,2509,10,11,27,0,4,18
4616,824,807,0,0,8,0,3,6
4617,811,771,0,2,17,0,5,16
4619,3121,2981,17,40,18,0,13,52
4622,1412,1351,2,16,6,0,9,28
4623,1054,1034,0,3,7,0,2,8
4624,184,181,1,1,1,0,0,0
4625,47,46,0,0,0,0,0,1
4626,507,487,0,12,2,0,0,6
4627,1636,1602,4,9,2,0,0,19
4628,703,678,2,4,3,0,0,16
4629,107,105,0,0,2,0,0,0
4630,1398,1342,11,4,23,0,0,18
4631,1331,1224,10,48,6,0,7,36
4634,1923,1873,4,15,10,0,0,21
4635,61,53,0,2,0,0,0,6
4637,136,133,0,1,0,1,0,1
4640,2261,2180,11,11,17,0,4,38
4642,123,122,0,0,1,0,0,0
4643,1018,993,4,1,3,0,6,11
4644,13,10,0,0,3,0,0,0
4645,73,67,1,2,1,0,0,2
4646,94,92,1,0,0,0,0,1
4648,580,562,1,3,2,0,2,10
4649,1370,1344,2,9,1,0,1,13
4650,235,233,0,0,2,0,0,0
4652,1690,1650,2,3,4,0,4,27
4653,490,477,5,1,3,0,0,4
4654,3424,3289,26,25,27,0,8,49
4655,1119,1087,9,9,3,1,3,7
4657,363,359,1,2,0,0,1,0
4658,1353,1287,3,11,2,0,38,12
4660,1309,1283,5,3,11,0,0,7
4662,488,480,0,0,2,0,0,6
4664,1238,1183,2,8,4,0,10,31
4666,1172,1109,1,21,3,0,2,36
4667,1638,858,4,706,1,3,7,59
4668,1680,1001,16,588,3,0,3,69
4669,204,203,1,0,0,0,0,0
4671,576,551,1,13,2,0,0,9
4673,112,110,0,0,1,0,0,1
4674,484,471,4,1,3,0,0,5
4675,253,250,1,0,1,0,0,1
4676,1088,1069,3,2,5,0,4,5
4677,274,262,0,3,2,0,0,7
4679,1767,1718,3,8,5,0,8,25
4680,1131,1076,6,18,1,0,14,16
4681,1043,1012,2,1,3,1,4,20
4683,104,103,0,1,0,0,0,0
4684,1466,1427,3,7,11,0,2,16
4685,332,319,3,3,0,0,0,7
4686,114,111,0,0,1,0,0,2
4691,441,410,1,6,11,0,4,9
4693,516,500,2,1,3,0,7,3
4694,2376,2295,10,17,10,4,3,37
4730,9992,9223,57,477,44,1,23,167
4732,1670,1647,9,6,4,0,0,4
4733,221,214,0,1,1,0,0,5
4734,800,776,0,11,6,0,0,7
4735,617,597,0,4,1,0,6,9
4736,9876,9494,41,138,57,4,19,123
4739,1112,1078,0,17,0,1,1,15
4740,1287,1243,4,12,1,0,1,26
4741,3,3,0,0,0,0,0,0
4742,3496,3374,30,19,8,0,11,54
4743,4676,4437,33,43,31,0,5,127
